Date,AAPL,PETR4.SA,VALE3.SA
2025-02-14,244.00274658203125,35.46767044067383,51.76250076293945
2025-02-17,,35.685550689697266,51.48355865478516
2025-02-18,243.87306213378903,36.33920669555664,51.82759094238281
2025-02-19,244.27207946777344,36.41498947143555,51.781097412109375
2025-02-20,245.2297515869141,36.47183227539063,53.68721008300781
2025-02-21,244.95042419433597,36.36762237548828,54.077728271484375
2025-02-24,246.49664306640625,36.11185073852539,53.58493041992188
2025-02-25,246.4367828369141,35.9508056640625,53.06423568725586
2025-02-26,239.77310180664065,35.9508056640625,52.73880386352539
2025-02-27,236.72056579589844,34.681392669677734,52.34828186035156
2025-02-28,241.24948120117188,34.03721618652344,51.27900314331055
2025-03-03,237.4487762451172,,
2025-03-04,235.3539123535156,,
2025-03-05,235.1643829345703,32.796226501464844,51.68811798095703
2025-03-06,234.75538635253903,32.4551887512207,52.25530242919922
2025-03-07,238.4862518310547,32.805702209472656,53.01774978637695
2025-03-10,226.92454528808597,32.796226501464844,52.15970230102539
2025-03-11,220.30075073242188,32.30362319946289,52.59444427490234
2025-03-12,216.4501800537109,32.30362319946289,51.937496185302734
2025-03-13,209.16799926757807,32.625709533691406,52.65241241455078
2025-03-14,212.9687042236328,33.6298713684082,54.38173294067383
2025-03-17,213.4774627685547,34.25510025024414,55.16426849365234
2025-03-18,212.1706695556641,34.28351593017578,55.57003402709961
2025-03-19,214.7144317626953,34.25510025024414,55.47342300415039
2025-03-20,213.5772247314453,34.33088684082031,55.29952621459961
2025-03-21,217.73704528808597,34.861385345458984,55.50240707397461
2025-03-24,220.19102478027344,34.814022064208984,55.21257781982422
2025-03-25,223.2036590576172,35.0887451171875,55.39613342285156
2025-03-26,220.98907470703125,35.42030715942383,55.73426818847656
2025-03-27,223.3034210205078,35.685550689697266,56.17867660522461
2025-03-28,217.3679351806641,35.45819854736328,55.60867691040039
2025-03-31,221.58761596679688,35.202423095703125,54.77783203125
2025-04-01,222.64503479003903,35.335044860839844,55.251220703125
2025-04-02,223.34332275390625,35.24031448364258,55.00003433227539
2025-04-03,202.69384765625,34.1035270690918,53.00986862182617
2025-04-04,187.92002868652344,32.729915618896484,50.89411163330078
2025-04-07,181.0169219970703,31.43208694458008,50.28546905517578
2025-04-08,171.9989776611328,30.31424903869629,47.53208923339844
2025-04-09,198.3644561767578,31.545764923095703,50.092247009277344
2025-04-10,189.9550323486328,29.58481216430664,50.99072265625
2025-04-11,197.6661529541016,30.17215156555176,51.84088897705078
2025-04-14,202.02549743652344,30.0584716796875,52.51715850830078
2025-04-15,201.6464080810547,29.36693000793457,51.98580551147461
2025-04-16,193.79563903808597,29.36693000793457,50.77818298339844
2025-04-17,196.4990234375,29.94756126403809,51.08733367919922
2025-04-21,192.6883544921875,,
2025-04-22,199.25228881835935,30.015514373779297,51.99546432495117
2025-04-23,204.1004180908203,29.675752639770508,52.61376953125
2025-04-24,207.8612060546875,29.53984832763672,53.43495559692383
2025-04-25,208.76898193359372,29.62721443176269,52.02444839477539
2025-04-28,209.62689208984372,29.510725021362305,52.2080078125
2025-04-29,210.6942901611328,29.66604423522949,52.01478576660156
2025-04-30,211.9811248779297,29.11271858215332,51.06801223754883
2025-05-01,212.79913330078125,,
2025-05-02,204.8485870361328,29.90873146057129,51.01004409790039
2025-05-05,198.40435791015625,28.79237174987793,51.16461944580078
2025-05-06,198.02528381347656,29.268037796020508,51.20326232910156
2025-05-07,195.7707977294922,29.40394401550293,51.10665512084961
2025-05-08,197.00778198242188,29.811655044555664,50.95207977294922
2025-05-09,198.0452423095703,30.00580596923828,51.15496063232422
2025-05-12,210.5510406494141,30.724159240722656,52.43986892700195
2025-05-13,212.6886138916016,31.19011878967285,53.29969787597656
2025-05-14,212.08929443359372,30.97655296325684,53.03885269165039
2025-05-15,211.21029663085935,30.937725067138672,53.57020950317383
2025-05-16,211.0205078125,31.083335876464844,53.60885238647461
2025-05-19,208.54331970214844,31.044506072998047,53.46393585205078
2025-05-20,206.62550354003903,31.170703887939453,53.473594665527344
2025-05-21,201.86090087890625,30.82123374938965,52.78766632080078
2025-05-22,201.13172912597656,30.41352081298828,52.39156723022461
2025-05-23,195.04864501953125,30.48147201538086,52.478515625
2025-05-26,,30.384397506713867,52.17902374267578
2025-05-27,199.9830474853516,30.607669830322266,52.01478576660156
2025-05-28,200.1927947998047,30.510595321655277,51.599365234375
2025-05-29,199.72332763671875,30.326152801513672,51.63800811767578
2025-05-30,200.622314453125,29.996097564697266,50.33377456665039
2025-06-02,201.47134399414065,30.170833587646484,50.77818298339844
2025-06-03,203.03956604003903,30.18000030517578,50.74919509887695
2025-06-04,202.590087890625,29.350000381469727,50.98106002807617
2025-06-05,200.40257263183597,29.36000061035156,51.11631393432617
2025-06-06,203.68882751464844,29.670000076293945,51.18394088745117
2025-06-09,201.2216339111328,29.170000076293945,51.48343276977539
2025-06-10,202.44024658203125,30.049999237060547,51.83123016357422
2025-06-11,198.55465698242188,31.049999237060547,51.37716293334961
2025-06-12,198.97418212890625,31.75,51.03902816772461
2025-06-13,196.227294921875,32.529998779296875,50.36275863647461
2025-06-16,198.195068359375,32.209999084472656,52.005126953125
2025-06-17,195.418212890625,32.939998626708984,49.66716766357422
2025-06-18,196.35714721679688,32.90999984741211,49.5029296875
2025-06-20,200.7721405029297,32.81999969482422,48.22767639160156
2025-06-23,201.2715759277344,32.0,48.83631896972656
2025-06-24,200.07293701171875,31.3700008392334,48.82666015625
2025-06-25,201.33151245117188,31.209999084472656,48.76869201660156
2025-06-26,200.7721405029297,31.459999084472656,50.23716354370117
2025-06-27,200.85205078125,31.209999084472656,51.07767105102539
2025-06-30,204.9374084472656,31.3799991607666,50.86513137817383
2025-07-01,207.58441162109372,31.489999771118164,51.55105972290039
2025-07-02,212.1991729736328,32.04999923706055,53.42529296875
2025-07-03,213.30792236328125,32.15999984741211,53.17410659790039
2025-07-04,,32.119998931884766,53.32868194580078
2025-07-07,209.7119903564453,32.060001373291016,52.546142578125
2025-07-08,209.7719268798828,32.52000045776367,52.72970199584961
2025-07-09,210.9006500244141,32.31999969482422,52.2080078125
2025-07-10,212.1692047119141,32.2400016784668,53.40596771240234
2025-07-11,210.92062377929688,32.630001068115234,54.1015625
2025-07-14,208.3834991455078,32.20000076293945,53.48325729370117
2025-07-15,208.8729553222656,31.950000762939453,52.08241271972656
2025-07-16,209.92176818847656,31.790000915527344,52.55580520629883
